species,age,energy_level,size,good_with_kids,needs_quiet,training_level,lives_in_apartment,has_kids,hours_home_per_day,activity_level,experience_level,allergic_to_cats,allergic_to_dogs,prefers_quiet_home,true_score,label
cat,2,3,medium,1,0,4,0,0,13,8,10,0,0,0,0.49999999999999994,0
dog,4,7,medium,1,0,3,1,0,10,7,3,0,0,0,0.5499999999999999,1
cat,14,2,medium,1,1,1,1,0,2,7,10,0,0,0,0.3,0
cat,10,4,small,1,1,1,0,0,8,8,8,0,0,1,0.5399999999999999,0
rabbit,5,4,small,0,1,3,1,1,10,4,9,0,0,0,0.09999999999999998,0
dog,1,8,medium,1,1,8,0,0,14,10,10,0,0,0,0.47,0
cat,12,1,small,0,1,6,0,1,15,8,3,0,0,0,0.0,0
rabbit,7,7,small,1,1,3,0,0,12,4,10,0,0,1,0.58,1
dog,11,10,small,0,0,10,0,0,10,1,10,0,0,1,0.23999999999999996,1
dog,4,5,large,1,0,7,1,1,16,1,9,0,0,0,0.3399999999999999,0
cat,7,2,small,1,1,3,0,1,16,4,9,0,0,1,0.62,1
cat,1,8,small,0,0,5,1,1,15,10,6,0,0,1,0.22,0
cat,8,7,medium,1,0,3,0,0,9,2,6,1,0,0,0.0,0
cat,5,2,small,0,1,3,0,0,13,4,5,1,0,0,0.0,0
cat,10,5,medium,1,0,1,0,0,8,7,9,0,0,0,0.62,1
cat,3,7,medium,0,0,5,0,0,12,10,2,0,0,0,0.58,1
cat,1,6,medium,1,1,1,0,1,11,4,3,1,0,0,0.0,0
rabbit,3,5,small,1,1,1,0,0,11,6,3,0,0,0,0.3599999999999999,0
rabbit,8,5,small,0,1,1,0,0,4,2,2,0,0,0,0.2799999999999999,0
dog,3,9,medium,1,0,8,0,1,2,5,6,0,0,0,0.3399999999999999,0
dog,1,8,medium,1,1,10,1,0,9,1,10,1,0,1,0.1699999999999999,0
rabbit,7,4,small,0,1,4,1,1,15,8,3,0,0,0,0.0,0
cat,1,1,small,0,0,5,1,1,9,4,2,1,0,0,0.0,0
rabbit,1,5,small,1,1,3,1,0,2,10,3,0,0,1,0.35,0
dog,7,4,large,1,0,8,0,1,2,1,8,1,0,0,0.37999999999999995,1
rabbit,2,6,small,0,1,3,0,1,12,3,10,0,0,0,0.0,0
cat,3,5,small,1,1,6,0,0,10,3,8,0,0,0,0.47,0
cat,2,1,small,1,1,5,1,1,9,5,4,0,0,0,0.3899999999999999,0
cat,14,4,small,0,1,1,0,0,8,1,7,0,0,1,0.58,1
dog,9,6,medium,0,0,4,0,0,12,5,7,0,0,0,0.6599999999999999,0
cat,5,1,small,1,1,1,0,1,11,3,1,0,0,0,0.31999999999999995,0
dog,11,7,large,1,0,4,0,0,9,9,7,1,0,1,0.62,1
dog,11,9,small,0,0,1,0,0,5,6,5,0,0,1,0.48,1
dog,3,10,large,0,0,6,1,0,14,1,2,0,0,0,0.0,0
rabbit,5,5,small,0,1,3,1,1,15,8,2,0,0,0,0.0,0
cat,6,6,medium,0,0,1,1,0,12,10,4,0,0,1,0.5399999999999999,0
cat,5,6,small,1,1,1,1,0,12,10,2,0,0,0,0.2399999999999999,0
cat,6,6,medium,1,1,5,1,0,3,1,1,0,0,0,0.35,1
dog,9,3,small,1,0,5,0,0,9,9,5,0,0,0,0.45999999999999996,0
dog,5,8,large,1,0,8,0,0,7,6,1,0,0,0,0.62,0
dog,6,7,small,1,0,8,1,1,4,10,3,0,0,0,0.37999999999999995,1
dog,10,3,medium,0,0,1,1,0,10,9,7,0,0,1,0.45999999999999996,0
dog,8,6,large,1,1,6,1,0,11,9,9,0,0,0,0.22999999999999995,1
cat,13,7,small,1,1,2,0,0,14,1,3,0,0,1,0.30999999999999994,0
rabbit,3,2,small,0,1,1,0,0,5,9,1,0,0,0,0.11999999999999991,1
cat,11,3,small,0,0,1,0,0,11,2,7,1,0,0,0.05999999999999998,0
dog,12,8,medium,1,0,3,1,0,13,1,6,0,0,0,0.2699999999999999,0
cat,9,7,medium,1,0,4,0,1,16,5,1,0,0,1,0.62,1
dog,1,5,medium,1,0,4,0,1,6,2,5,0,0,0,0.58,1
rabbit,2,2,small,0,1,3,0,0,13,1,3,1,0,1,0.5099999999999999,0
cat,14,3,small,1,1,2,1,0,2,3,9,1,0,1,0.049999999999999975,0
dog,6,6,large,1,0,7,0,1,14,2,1,0,0,1,0.5399999999999999,0
cat,2,8,small,0,1,2,1,0,6,4,9,0,1,0,0.3899999999999999,0
cat,14,4,medium,1,1,1,1,0,15,7,7,0,0,0,0.42999999999999994,0
cat,3,2,small,0,1,1,0,0,14,5,5,0,0,0,0.42999999999999994,0
cat,13,4,medium,0,1,3,1,1,15,3,7,1,0,1,0.0,0
dog,7,5,large,0,0,9,1,1,12,9,9,0,0,0,0.039999999999999925,0
rabbit,2,7,small,0,1,4,0,0,16,2,10,0,0,1,0.49999999999999994,0
cat,3,5,medium,0,1,3,1,1,5,5,4,0,1,0,0.24999999999999997,1
cat,14,8,small,1,0,3,0,0,13,10,5,0,0,0,0.62,1
cat,12,6,medium,1,1,3,0,1,8,10,9,0,0,0,0.3899999999999999,0
dog,6,7,medium,1,0,10,0,0,16,5,9,1,0,0,0.62,1
dog,10,9,medium,0,0,4,0,0,4,4,6,0,0,1,0.1999999999999999,0
dog,1,7,medium,1,0,3,0,1,7,5,4,0,1,0,0.019999999999999976,0
cat,2,1,small,0,0,4,0,1,3,2,6,0,0,0,0.35999999999999993,0
dog,6,7,large,1,0,9,1,0,12,8,1,1,0,0,0.4599999999999999,0
rabbit,7,4,small,0,1,2,0,0,4,10,7,0,0,1,0.45999999999999996,0
dog,11,3,large,1,0,3,0,1,16,6,6,0,0,1,0.58,0
dog,12,5,small,1,0,4,1,0,5,10,2,0,0,0,0.49999999999999994,0
cat,3,1,small,1,0,3,0,0,16,1,10,0,0,0,0.7,1
dog,12,8,large,1,0,4,1,1,13,8,4,0,0,0,0.35,0
dog,8,6,large,1,0,7,0,0,9,7,2,0,0,0,0.6599999999999999,1
dog,2,5,large,1,1,1,1,0,7,9,4,0,0,0,0.18999999999999992,0
cat,8,7,medium,0,0,3,0,1,14,5,3,1,0,0,0.0,0
rabbit,3,7,small,0,1,1,1,1,10,10,3,0,0,0,0.0,0
dog,7,3,medium,0,0,6,1,1,8,4,8,0,0,0,0.35999999999999993,0
dog,11,10,medium,0,1,6,0,0,14,2,9,0,1,0,0.0,0
dog,11,3,medium,1,0,10,0,0,7,5,8,1,0,0,0.62,1
rabbit,6,2,small,0,1,3,1,0,12,6,6,0,1,0,0.3899999999999999,1
cat,4,6,small,1,0,1,0,0,2,5,3,0,0,1,0.45999999999999985,0
cat,3,2,small,1,1,2,0,0,9,9,10,0,0,0,0.2699999999999999,0
dog,7,10,large,1,0,3,1,0,14,1,8,0,0,0,0.0,0
dog,6,6,large,0,0,10,1,0,12,7,6,0,1,0,0.0,0
cat,3,4,small,1,1,1,0,0,9,7,5,0,0,0,0.42999999999999994,0
dog,1,5,medium,1,0,5,0,1,9,10,8,0,0,1,0.49999999999999994,0
dog,7,3,medium,1,1,4,1,1,5,1,10,0,0,0,0.47,0
rabbit,2,2,small,0,1,3,0,0,7,4,1,0,0,0,0.31999999999999995,0
dog,9,5,medium,1,0,4,0,0,16,9,10,0,0,0,0.5399999999999999,0
dog,7,9,medium,0,0,5,1,1,3,5,10,1,0,0,0.0,0
cat,12,5,small,1,1,3,1,0,12,9,3,1,1,0,0.0,0
cat,12,4,medium,0,0,5,1,1,2,10,8,1,0,1,0.0,0
dog,5,8,small,1,0,6,0,0,15,3,1,0,1,1,0.0,0
dog,3,6,medium,0,1,6,1,1,13,8,6,0,0,0,0.17,0
dog,11,10,large,1,0,2,0,1,7,9,5,0,0,0,0.6599999999999999,1
dog,1,6,medium,1,0,3,1,1,6,8,5,0,0,0,0.62,0
dog,12,9,medium,1,0,7,1,0,12,6,3,0,0,0,0.42999999999999994,0
dog,11,10,medium,1,0,4,1,0,2,3,4,0,0,0,0.0699999999999999,1
dog,7,9,medium,1,0,3,1,0,4,10,4,1,1,0,0.0,0
dog,1,6,small,1,0,8,0,1,16,7,8,0,0,0,0.6599999999999999,1
cat,10,6,medium,1,0,1,1,0,2,2,3,0,0,0,0.33999999999999997,0
dog,1,6,medium,0,0,1,0,0,14,10,1,1,0,0,0.3899999999999999,0
dog,6,3,medium,0,0,5,0,0,15,8,8,0,0,1,0.49999999999999994,0
cat,3,5,small,1,0,5,1,0,12,3,6,0,0,1,0.62,1
dog,7,9,large,1,0,9,0,0,12,4,8,0,0,0,0.49999999999999994,1
dog,2,10,large,1,0,9,0,0,2,2,8,0,0,0,0.17999999999999994,0
cat,4,3,small,0,0,3,1,1,16,2,8,1,0,0,0.0,0
cat,4,8,small,1,0,2,1,1,12,6,5,0,0,0,0.62,1
dog,12,6,small,1,0,1,0,0,10,10,10,0,1,0,0.0,0
dog,10,9,large,1,1,6,0,0,6,10,3,0,0,1,0.5599999999999999,1
cat,7,4,small,1,1,3,1,0,4,1,7,1,0,0,0.0,0
cat,11,6,small,0,1,3,1,0,16,7,4,1,0,0,0.0,0
cat,7,4,small,0,1,4,0,0,12,3,1,0,1,0,0.5099999999999999,0
dog,2,6,small,1,0,1,1,0,15,4,3,1,0,1,0.47,0
rabbit,2,4,small,0,1,1,0,0,10,7,9,0,0,0,0.42999999999999994,0
cat,6,5,small,1,1,3,0,0,2,7,3,0,0,0,0.27,0
cat,14,6,small,0,0,6,1,0,13,5,2,0,0,1,0.6599999999999999,1
dog,12,9,large,1,0,1,0,1,4,10,5,0,0,1,0.35999999999999993,0
rabbit,2,2,small,0,1,4,0,0,11,10,10,0,0,1,0.37999999999999995,0
cat,12,1,small,0,1,1,0,1,7,4,3,0,0,0,0.0,0
dog,6,5,medium,0,0,9,0,0,4,7,10,0,0,0,0.42,1
dog,3,10,large,0,0,3,0,0,16,7,4,0,0,0,0.58,0
dog,11,9,small,1,0,9,0,1,3,4,3,0,0,1,0.1999999999999999,0
cat,11,4,small,1,0,6,0,1,14,1,7,0,0,0,0.58,1
dog,10,5,small,0,0,2,1,1,4,8,10,0,0,0,0.07999999999999996,0
dog,10,6,medium,1,0,3,0,0,4,7,7,0,0,0,0.4599999999999999,0
dog,10,4,small,1,0,9,1,1,6,7,1,0,0,0,0.58,1
cat,5,8,small,0,1,3,0,0,8,8,1,0,0,0,0.3999999999999999,0
cat,9,6,medium,0,1,3,0,1,11,9,5,1,0,1,0.0,0
rabbit,4,5,small,0,1,1,1,0,2,5,5,0,0,1,0.7,1
cat,1,6,medium,1,0,1,1,0,2,7,7,0,0,1,0.6099999999999999,1
dog,6,4,large,1,0,10,0,0,7,8,5,0,0,1,0.5399999999999999,0
dog,9,8,medium,0,1,8,0,1,5,1,6,0,0,0,0.0,0
cat,6,4,small,0,1,3,0,0,5,8,9,0,0,1,0.5399999999999999,0
dog,12,3,medium,1,0,1,1,0,8,6,2,1,0,1,0.42999999999999994,0
dog,7,10,medium,1,0,7,1,0,8,3,3,1,0,0,0.2699999999999999,0
dog,7,5,small,0,1,1,1,0,12,5,8,0,0,0,0.5499999999999999,0
dog,11,8,medium,1,0,3,0,0,10,4,6,1,0,0,0.5399999999999999,0
cat,2,3,medium,0,0,1,1,0,3,2,8,0,0,1,0.6599999999999999,1
dog,5,6,medium,1,0,6,1,0,6,3,6,1,0,1,0.58,1
cat,6,2,small,1,0,5,1,0,6,8,8,0,0,0,0.45999999999999996,0
dog,5,10,large,0,0,5,0,0,3,6,10,0,0,0,0.3399999999999999,0
dog,1,8,medium,1,1,4,0,0,15,2,4,0,0,0,0.30999999999999994,0
dog,9,10,medium,0,0,9,1,1,10,8,4,1,0,0,0.16999999999999998,0
dog,2,10,large,1,0,4,0,0,14,9,1,1,0,1,0.5599999999999999,1
dog,5,9,medium,0,0,7,0,0,16,2,5,0,0,1,0.31999999999999995,0
dog,11,9,medium,0,1,10,0,1,10,10,9,0,0,1,0.2599999999999999,0
cat,12,6,small,0,0,4,0,1,6,7,5,0,0,0,0.35999999999999993,0
rabbit,8,6,small,1,1,2,0,0,7,10,6,0,0,0,0.3899999999999999,0
cat,3,2,small,0,0,5,0,1,10,4,10,0,0,1,0.32,1
dog,5,8,large,0,0,4,0,0,10,7,9,1,0,1,0.5599999999999999,0
cat,13,7,medium,1,1,2,0,1,16,6,10,1,0,0,0.0,0
rabbit,3,2,small,0,1,1,1,0,8,7,10,0,0,0,0.35,0
cat,9,1,medium,1,0,6,1,0,2,2,2,0,0,1,0.6099999999999999,1
cat,14,8,small,0,1,1,0,1,2,9,6,0,0,0,0.15999999999999992,0
dog,1,5,medium,0,0,2,0,0,10,8,4,0,0,0,0.58,0
cat,12,7,small,1,1,5,0,0,10,6,7,1,0,1,0.05999999999999998,0
dog,7,9,medium,1,0,6,1,1,8,10,1,0,0,0,0.5099999999999999,0
dog,3,9,large,1,0,6,1,0,8,5,5,1,0,0,0.18999999999999992,1
dog,6,6,medium,0,0,5,0,1,7,2,1,0,0,1,0.23999999999999994,0
dog,3,10,medium,1,0,9,1,1,6,8,2,0,0,0,0.47,0
rabbit,7,6,small,0,1,4,1,0,15,10,1,0,0,0,0.3899999999999999,0
rabbit,8,4,small,0,1,3,0,1,15,6,9,0,0,0,0.020000000000000018,0
dog,1,9,large,0,0,2,0,0,14,1,4,0,0,0,0.37999999999999995,0
dog,4,10,medium,0,0,4,1,1,9,8,1,0,0,0,0.16999999999999998,0
cat,6,4,small,0,1,1,0,0,7,5,3,0,0,1,0.5099999999999999,0
cat,15,2,medium,0,1,4,1,0,3,1,1,0,0,0,0.5099999999999999,0
dog,3,7,medium,0,0,2,0,0,6,2,3,1,0,0,0.35,1
cat,8,3,medium,0,0,5,1,1,3,8,5,0,0,1,0.19999999999999996,0
cat,4,3,small,1,0,1,1,0,8,2,7,0,0,1,0.6599999999999999,1
cat,1,3,medium,1,1,2,0,0,4,2,10,0,0,0,0.5099999999999999,1
dog,10,8,small,1,0,6,1,0,11,8,2,0,0,0,0.5499999999999999,0
dog,9,9,medium,0,0,2,0,1,2,5,6,0,0,1,0.0,0
dog,2,5,medium,0,1,1,1,1,2,3,4,0,0,0,0.0,0
dog,2,9,small,1,0,10,0,1,13,1,10,0,0,0,0.37999999999999995,0
cat,10,1,small,1,0,3,1,0,9,7,2,0,0,0,0.30999999999999994,0
rabbit,5,4,small,0,1,3,1,1,3,2,10,0,0,0,0.020000000000000018,0
cat,13,7,small,1,0,3,1,0,14,9,7,1,0,0,0.019999999999999976,0
cat,5,8,small,0,1,6,0,1,2,8,5,0,0,1,0.24999999999999994,0
dog,7,5,large,0,0,5,0,1,2,9,3,1,0,0,0.039999999999999925,0
dog,12,3,small,0,0,8,0,0,7,1,4,0,1,1,0.019999999999999976,0
dog,12,9,medium,1,0,1,1,1,14,1,1,0,0,1,0.0,0
cat,14,4,small,1,0,6,0,0,8,1,9,0,0,0,0.58,1
dog,8,7,medium,1,1,10,0,1,3,2,4,0,0,1,0.29999999999999993,0
dog,12,7,medium,1,0,5,0,1,6,1,2,0,0,1,0.45999999999999996,0
dog,7,7,medium,0,0,7,1,0,3,1,9,1,0,0,0.25999999999999995,0
cat,15,2,medium,1,1,2,0,0,2,3,7,1,0,0,0.0,1
dog,3,10,medium,0,0,4,1,0,5,6,8,1,0,1,0.2899999999999999,1
cat,9,6,small,1,1,1,0,0,7,10,1,0,0,0,0.2399999999999999,0
dog,4,3,medium,1,1,3,0,0,2,2,3,0,0,0,0.1599999999999999,0
cat,6,2,small,0,1,5,1,0,8,6,4,0,0,0,0.3899999999999999,0
dog,12,3,large,1,0,3,1,1,12,5,7,0,1,0,0.0,0
dog,12,6,large,1,0,5,1,0,3,8,7,0,0,0,0.21999999999999997,0
cat,8,3,small,0,0,4,0,0,14,7,3,0,0,1,0.5399999999999999,0
cat,7,8,small,0,0,3,0,1,4,10,1,0,0,1,0.07,0
dog,9,10,large,0,1,6,0,1,6,7,7,0,0,1,0.17999999999999997,0
cat,5,6,small,1,0,1,0,1,6,2,2,1,0,0,0.0,0
cat,3,8,small,0,1,3,1,0,6,9,9,0,0,0,0.5099999999999999,0
cat,1,7,small,0,1,1,0,1,4,6,5,0,0,1,0.35999999999999993,0
dog,2,9,small,1,0,7,0,1,4,2,9,0,0,1,0.11999999999999994,1
cat,10,8,small,0,0,1,1,1,2,4,5,0,0,1,0.08999999999999993,0
cat,2,8,medium,0,1,6,0,0,16,3,6,0,0,0,0.35,1
cat,10,5,medium,0,0,3,0,0,3,4,8,0,0,1,0.6599999999999999,1
dog,9,10,medium,1,1,8,0,0,8,2,7,1,0,1,0.2799999999999999,0
rabbit,3,3,small,0,1,4,0,0,10,4,8,0,0,0,0.5099999999999999,0
cat,15,1,small,1,1,6,0,0,10,1,1,0,0,0,0.5499999999999999,0
cat,15,7,medium,1,0,4,0,0,12,7,9,0,0,0,0.7,1
dog,11,8,small,1,1,10,0,0,4,2,6,1,0,0,0.10999999999999993,0
dog,1,10,large,1,0,9,0,1,15,4,2,0,0,0,0.45999999999999996,0
cat,2,4,small,1,1,4,0,1,5,1,3,1,0,0,0.0,0
cat,9,7,medium,1,0,2,1,0,3,1,6,1,0,0,0.0,0
dog,8,9,large,1,0,9,1,0,15,2,3,0,1,0,0.0,0
cat,4,6,medium,1,1,3,1,0,12,1,10,0,0,0,0.35,0
cat,13,6,medium,1,1,2,1,0,2,8,4,1,0,1,0.0,0
dog,9,6,medium,0,0,8,1,1,2,3,8,0,1,0,0.0,0
cat,3,7,small,0,1,4,0,0,4,9,9,0,0,0,0.47,0
dog,11,9,large,1,0,4,1,0,16,7,8,0,0,0,0.27,0
cat,9,8,medium,1,0,1,0,0,8,10,4,0,0,0,0.62,1
dog,1,5,medium,1,0,6,1,1,2,6,4,0,0,0,0.4599999999999999,1
dog,8,8,medium,1,0,10,1,0,6,3,3,0,0,0,0.35,0
cat,1,3,small,0,1,1,0,0,12,8,7,0,0,1,0.49999999999999994,0
cat,10,6,small,1,0,5,1,1,3,7,10,1,0,0,0.05999999999999998,0
cat,7,1,small,0,1,6,1,0,2,7,9,1,1,0,0.0,0
dog,2,9,large,1,0,6,0,1,5,4,3,0,0,1,0.3999999999999999,0
cat,2,8,small,1,1,2,0,0,2,7,6,0,0,0,0.4599999999999999,0
cat,6,2,medium,1,0,2,0,0,9,3,9,0,0,0,0.6599999999999999,1
dog,5,9,small,0,0,8,0,0,9,3,9,0,0,1,0.36,0
cat,10,6,small,0,0,5,1,1,13,8,6,0,0,1,0.32,1
dog,10,5,medium,1,0,6,0,1,2,5,5,0,0,0,0.49999999999999994,0
dog,4,6,small,0,0,2,1,0,12,6,6,0,1,0,0.09999999999999998,0
rabbit,6,7,small,0,1,1,0,0,15,9,9,0,0,0,0.47,0
dog,5,6,medium,1,0,1,1,0,10,4,2,1,0,1,0.47,0
dog,8,8,large,1,0,10,0,1,5,8,7,0,0,0,0.7,1
dog,7,5,medium,0,0,10,0,1,14,2,10,1,0,1,0.27999999999999997,0
dog,12,9,small,1,0,8,1,0,12,7,5,0,0,1,0.37,1
cat,8,4,small,0,1,6,1,1,2,4,3,0,1,0,0.19999999999999996,0
dog,2,7,small,0,1,2,1,0,10,8,8,0,0,1,0.6599999999999999,1
rabbit,5,3,small,1,1,1,0,1,14,6,9,0,0,0,0.2799999999999999,0
dog,8,3,medium,1,0,4,0,0,11,10,9,0,0,0,0.41999999999999993,0
dog,12,7,large,1,0,6,0,0,15,9,3,0,0,0,0.62,1
dog,1,7,medium,1,0,3,1,1,14,6,6,1,0,1,0.6599999999999999,1
dog,1,4,medium,1,0,7,0,0,9,3,9,0,0,1,0.6599999999999999,1
dog,3,6,large,1,0,3,0,0,12,7,7,0,0,1,0.6599999999999999,1
dog,1,8,medium,1,0,5,1,1,3,1,2,0,0,0,0.0699999999999999,0
dog,5,10,small,0,0,1,1,1,10,3,8,0,1,0,0.0,0
rabbit,1,5,small,0,1,2,1,0,13,6,1,1,0,0,0.3599999999999999,0
dog,7,5,large,1,0,4,1,0,14,10,5,0,0,0,0.29999999999999993,0
dog,7,8,medium,0,1,4,1,0,16,7,9,0,0,0,0.3599999999999999,0
dog,5,7,small,0,0,7,0,0,3,9,9,0,0,0,0.42,0
cat,3,5,medium,1,1,5,1,1,6,2,8,0,0,0,0.42999999999999994,0
dog,10,7,medium,0,1,6,0,0,5,7,3,0,0,1,0.7,1
dog,12,7,small,1,0,10,1,0,12,6,8,0,0,1,0.6599999999999999,1
dog,1,6,medium,1,0,1,0,0,8,2,5,0,0,0,0.5399999999999999,0
dog,7,9,small,0,0,6,1,0,9,3,7,0,0,0,0.30999999999999994,0
cat,11,5,medium,1,1,5,0,1,9,3,10,0,1,0,0.47,0
cat,14,7,small,0,1,4,1,1,13,4,8,0,0,0,0.12999999999999998,0
dog,11,6,small,1,0,2,1,1,8,8,10,0,0,0,0.62,1
dog,6,6,medium,1,0,1,0,1,8,4,5,0,0,0,0.62,1
cat,8,7,small,0,0,6,0,0,12,5,10,1,0,0,0.019999999999999976,1
cat,7,2,small,1,0,1,1,1,2,2,7,0,0,0,0.6499999999999999,1
dog,10,5,large,1,0,10,0,0,8,6,4,0,0,1,0.6599999999999999,1
rabbit,7,4,small,0,1,2,0,1,5,10,9,0,0,0,0.0,1
cat,5,1,small,1,0,4,1,0,4,2,10,0,0,1,0.6599999999999999,1
rabbit,3,4,small,1,1,3,0,0,14,2,8,0,0,0,0.47,0
dog,11,7,medium,1,0,9,1,0,6,10,3,0,0,1,0.58,0
rabbit,2,5,small,1,1,2,0,1,16,1,4,1,0,1,0.3899999999999999,0
cat,2,8,small,1,1,4,0,0,15,5,9,0,0,0,0.42999999999999994,1
dog,10,5,medium,1,0,2,0,0,11,2,10,0,0,1,0.58,1
dog,1,3,medium,0,0,2,1,0,4,7,4,0,0,1,0.3399999999999999,0
cat,11,3,medium,1,0,4,1,1,13,5,3,0,0,0,0.62,1
dog,3,6,medium,1,0,5,1,0,13,1,4,0,0,0,0.49999999999999994,0
cat,7,6,small,0,0,1,1,0,8,5,9,0,0,0,0.6599999999999999,1
cat,11,1,medium,0,0,3,1,0,11,8,8,0,0,0,0.41999999999999993,0
dog,3,6,medium,1,0,10,1,1,7,10,5,0,0,0,0.5399999999999999,0
rabbit,1,4,small,1,1,4,1,0,11,3,1,0,0,0,0.5099999999999999,0
cat,3,4,medium,1,0,5,0,0,14,9,4,0,0,0,0.49999999999999994,0
dog,12,10,medium,1,0,7,1,1,10,3,1,0,0,1,0.1699999999999999,0
dog,4,6,large,1,0,3,1,1,3,5,5,1,0,0,0.2599999999999999,0
dog,5,6,large,0,0,10,1,1,5,9,10,0,0,0,0.07999999999999996,0
dog,11,8,large,1,0,3,0,1,13,3,1,0,0,0,0.35,1
rabbit,7,6,small,0,1,1,0,0,4,10,9,0,0,1,0.5399999999999999,0
dog,1,4,medium,1,0,1,0,0,16,9,7,0,0,1,0.49999999999999994,0
rabbit,1,4,small,1,1,3,1,0,7,4,2,0,0,0,0.3999999999999999,0
dog,8,10,medium,1,1,6,1,1,11,3,1,1,0,0,0.11999999999999991,0
cat,10,4,small,1,1,2,0,0,15,5,5,0,0,0,0.5099999999999999,0
dog,8,9,large,0,0,2,0,0,7,2,10,1,0,1,0.31999999999999995,0
cat,6,2,small,1,0,5,1,0,5,5,1,0,1,0,0.58,1
dog,12,4,medium,0,0,10,0,1,12,2,7,1,0,0,0.32,1
dog,1,7,medium,1,0,1,0,0,10,3,3,1,0,0,0.3899999999999999,0
dog,12,3,medium,1,0,9,0,1,13,1,8,0,1,0,0.019999999999999976,0
cat,15,7,small,1,0,2,1,0,5,1,4,0,0,1,0.45999999999999996,1
rabbit,7,5,small,1,1,4,0,1,12,2,10,0,0,0,0.2799999999999999,0
cat,14,4,small,1,0,2,1,1,10,5,9,0,1,1,0.6599999999999999,1
dog,2,9,small,0,0,3,1,1,16,8,1,0,0,0,0.059999999999999915,0
dog,9,5,large,0,1,2,1,1,11,10,6,0,0,0,0.0,0
cat,3,7,small,1,0,4,1,0,4,7,2,0,0,1,0.7,1
cat,1,4,medium,0,1,1,1,0,5,7,1,0,0,0,0.2799999999999999,0
cat,5,1,medium,0,1,2,0,0,2,4,1,1,0,0,0.0,0
cat,8,6,small,0,1,1,0,1,11,9,7,1,0,0,0.0,0
rabbit,6,4,small,0,1,2,1,0,11,5,5,0,0,1,0.6599999999999999,1
cat,12,7,small,1,1,3,1,0,15,3,10,0,0,1,0.5399999999999999,0
dog,7,3,medium,0,1,7,1,0,9,1,5,0,0,0,0.47,0
dog,4,8,large,1,0,1,1,1,2,2,8,0,0,0,0.0,0
cat,7,1,small,1,1,2,1,1,5,10,6,0,0,1,0.33999999999999997,0
dog,4,4,large,1,0,8,1,0,11,2,9,0,0,0,0.42,0
dog,10,6,medium,1,1,4,0,0,9,5,9,0,0,1,0.6599999999999999,1
dog,4,10,large,0,1,5,0,0,3,10,3,0,0,0,0.3499999999999999,0
dog,12,10,small,1,0,7,1,1,10,3,6,0,0,0,0.2699999999999999,0
rabbit,3,4,small,1,1,4,0,0,5,9,6,0,1,1,0.49999999999999994,0
cat,12,1,small,0,1,2,1,1,6,8,2,0,0,0,0.0,1
cat,14,6,medium,1,1,3,0,1,16,8,6,0,0,0,0.47,0
rabbit,1,2,small,0,1,4,0,1,4,3,7,0,0,1,0.20999999999999994,0
dog,4,6,large,1,0,1,1,1,9,1,8,1,0,1,0.29999999999999993,0
dog,3,7,small,1,0,1,0,1,2,3,8,0,0,0,0.3399999999999999,0
cat,3,7,small,1,0,1,0,1,2,4,7,0,0,0,0.5299999999999999,0
cat,15,5,medium,0,1,4,1,0,11,4,2,0,0,0,0.5099999999999999,0
cat,10,5,medium,0,1,5,1,0,16,6,6,1,0,0,0.0,0
dog,7,7,small,1,0,10,0,1,3,3,9,0,0,0,0.3399999999999999,0
cat,2,6,medium,0,1,3,1,1,12,8,7,0,0,0,0.17,0
dog,8,7,small,0,0,6,0,0,13,8,2,0,0,0,0.6599999999999999,1
dog,9,10,small,1,0,5,1,1,13,2,4,0,0,0,0.22999999999999995,0
dog,7,3,large,1,0,8,0,0,5,9,4,0,0,0,0.45999999999999996,0
dog,1,3,medium,1,1,7,1,0,7,6,8,0,0,1,0.58,1
rabbit,6,4,small,0,1,3,1,0,4,5,8,0,1,1,0.6599999999999999,1
dog,9,5,medium,1,1,7,1,1,4,5,5,0,0,0,0.3499999999999999,0
dog,4,6,medium,0,0,1,0,0,15,1,2,0,0,0,0.35,1
cat,15,5,small,1,0,1,1,0,13,1,9,0,0,1,0.5399999999999999,0
cat,2,4,small,0,0,4,0,0,9,10,8,1,0,0,0.0,0
dog,7,7,medium,1,0,8,1,0,14,8,5,0,0,1,0.6599999999999999,1
cat,10,5,medium,0,0,6,1,0,2,3,10,0,0,0,0.57,1
cat,6,3,small,1,0,1,1,1,2,4,2,0,0,0,0.45999999999999985,0
dog,10,8,large,1,0,9,0,0,12,9,3,0,0,0,0.6599999999999999,1
cat,11,7,medium,0,1,5,1,0,5,3,7,1,0,0,0.0,0
cat,3,8,small,1,0,2,0,0,13,1,7,0,0,1,0.31999999999999995,0
rabbit,6,2,small,0,1,1,0,1,14,3,7,0,0,0,0.05999999999999994,0
cat,1,7,medium,1,1,2,0,1,11,9,10,1,0,1,0.019999999999999976,0
cat,1,7,small,1,0,5,1,0,6,8,8,0,0,1,0.6599999999999999,1
dog,6,6,medium,1,0,9,0,0,9,9,2,0,1,0,0.0,1
cat,9,7,small,0,1,3,1,0,15,3,1,0,0,1,0.3899999999999999,0
cat,2,1,medium,1,1,5,1,0,14,9,9,0,0,0,0.22999999999999995,1
cat,13,1,medium,1,0,4,0,1,11,3,4,0,0,0,0.62,1
cat,4,5,medium,0,0,4,0,0,2,4,6,1,0,0,0.009999999999999974,0
